
RICARDO,15:40:35
RICARDO,15:40:36
RICARDO,15:40:36
RICARDO,15:40:37
RICARDO,15:40:37
RICARDO,15:40:38
RICARDO,15:40:38
RICARDO,15:40:38
RICARDO,15:40:39
RICARDO,15:43:39
RICARDO,15:43:39
RICARDO,15:43:39
RICARDO,15:43:40
RICARDO,15:43:40
RICARDO,15:43:41
RICARDO,15:43:41
RICARDO,15:43:42
RICARDO,15:43:42
RICARDO,15:43:43
RICARDO,15:43:43
RICARDO,15:43:44
RICARDO,15:43:44
RICARDO,15:43:45
RICARDO,15:43:45
RICARDO,15:43:46
RICARDO,15:43:46
RICARDO,15:43:49
PEDRO,15:43:49
PEDRO,15:43:50
PEDRO,15:43:50
RICARDO,15:43:52
RICARDO,15:43:53
RICARDO,15:43:53
RICARDO,15:43:54
RICARDO,15:43:54
RICARDO,15:43:55
RICARDO,15:43:55
RICARDO,15:43:55
RICARDO,15:43:56
RICARDO,15:43:56
RICARDO,15:43:57
RICARDO,15:43:57
RICARDO,15:43:58
RICARDO,15:43:58
RICARDO,15:43:59
RICARDO,15:43:59
RICARDO,15:44:00
RICARDO,15:44:00
RICARDO,15:47:23
RICARDO,15:47:23
RICARDO,15:47:24
RICARDO,15:47:24
RICARDO,15:47:25
RICARDO,15:47:25
RICARDO,15:47:25
RICARDO,15:47:26
RICARDO,15:47:26
RICARDO,15:47:27
RICARDO,15:48:26
RICARDO,15:48:26
RICARDO,15:48:27
RICARDO,15:48:27
RICARDO,15:48:28
RICARDO,15:48:28
RICARDO,15:48:29
RICARDO,15:48:29
RICARDO,15:48:29
RICARDO,15:48:30
RICARDO,16:25:07
RICARDO,16:25:07
RICARDO,16:25:08
RICARDO,16:25:08
RICARDO,16:25:09
RICARDO,16:25:09
RICARDO,16:25:10
RICARDO,16:25:10
RICARDO,16:25:11
RICARDO,16:25:11
RICARDO,16:25:12
RICARDO,16:25:12
RICARDO,16:25:13
RICARDO,16:25:13
RICARDO,16:25:13
RICARDO,16:26:17
RICARDO,16:26:18
RICARDO,16:26:18
RICARDO,16:26:19
RICARDO,16:26:19
RICARDO,16:26:20
RICARDO,16:26:20
RICARDO,16:26:21
RICARDO,16:26:21
RICARDO,16:26:22
RICARDO,16:26:22
RICARDO,16:26:23
RICARDO,16:26:23
RICARDO,16:26:24
RICARDO,16:28:44
RICARDO,16:28:45
RICARDO,16:28:46
RICARDO,16:28:50
RICARDO,16:28:51
RICARDO,16:28:55
RICARDO,16:28:55
RICARDO,16:28:56
RICARDO,16:31:45
RICARDO,16:32:25
PEDRO,16:33:00
RICARDO,16:35:11
RICARDO,16:52:49
PEDRO,16:57:34
RICARDO,17:01:09
PEDRO,17:03:21
RICARDO,17:04:03
RICARDO,17:04:35
RICARDO,17:11:28
RICARDO,17:21:05
RICARDO,17:24:57
RICARDO,17:28:39
RICARDO,17:31:16
RICARDO,18:00:44
RICARDO,18:01:29
RICARDO,18:02:30
RICARDO,18:05:04
RICARDO,18:07:55
RICARDO,18:25:39
RICARDO,18:26:31
RICARDO,18:28:35
RICARDO,18:30:37
RICARDO,18:32:02
RICARDO,18:32:24
RICARDO,18:33:26
RICARDO,18:34:40
RICARDO,18:42:11
RICARDO,18:43:22
RICARDO,18:44:01
LUIZ,18:45:18
RICARDO,18:47:18
RICARDO,18:48:43
RICARDO,18:50:06
RICARDO,18:52:06
RICARDO,18:54:24
RICARDO,18:55:09
RICARDO,18:56:01
RICARDO,18:57:10
RICARDO,18:58:42
RICARDO,19:00:42
RICARDO,19:04:57
RICARDO,19:05:40
LUIZ,19:07:31
LUIZ,19:09:44
LUIZ,19:10:34
RICARDO,19:12:00
RICARDO,19:12:47
RICARDO,19:15:04
RICARDO,19:16:11
RICARDO,19:17:51
RICARDO,19:20:44
RICARDO,19:24:28
RICARDO,19:25:29
RICARDO,19:27:30
RICARDO,19:34:57
RICARDO,19:36:23
RICARDO,19:45:17
PEDRO,19:46:03
RICARDO,19:55:34
RICARDO,15:16:59
RICARDO,15:28:34
RICARDO,15:29:38
RICARDO,15:31:14
RICARDO,15:38:42
RICARDO,16:35:23
RICARDO,16:36:02
RICARDO,16:37:40
RICARDO,16:38:13
RICARDO,16:39:39
RICARDO,16:42:39
RICARDO,16:43:11
RICARDO,16:44:42
RICARDO,16:45:49
RICARDO,16:46:31
RICARDO,17:57:53
RICARDO,18:24:28
RICARDO,18:26:41
RICARDO,18:30:17
RICARDO,18:31:32
RICARDO,18:32:37
RICARDO,18:34:13
RICARDO,18:36:31
RICARDO,11:02:56
RICARDO,14:48:11
RICARDO,15:21:08
RICARDO,15:21:39
RICARDO,18:59:32
RICARDO,19:08:31
RICARDO,15:53:27
RICARDO,22:12:29
RICARDO,15:17:52
RICARDO,15:20:17
RICARDO,15:40:40
RICARDO,15:45:38
RICARDO,15:48:01
RICARDO,15:49:34
RICARDO,15:50:24
RICARDO,16:01:04
RICARDO,17:59:29
RICARDO,18:16:08
RICARDO,18:29:27
RICARDO,18:31:09
RICARDO,18:44:03
RICARDO,18:45:13
RICARDO,18:47:40
RICARDO,18:51:31
RICARDO,18:53:49
RICARDO,19:31:00
RICARDO,19:33:22
LUIZ,19:34:51
RICARDO,20:49:42
RICARDO,20:52:40
RICARDO,21:01:39
RICARDO,21:04:20
RICARDO,21:07:27
LUIZ,21:14:12
RICARDO,21:19:24
RICARDO,21:21:39
RICARDO,21:26:12
RICARDO,21:27:27
RICARDO,21:30:53
RICARDO,21:32:19
RICARDO,21:34:07
RICARDO,21:35:25
RICARDO,21:36:44
RICARDO,21:38:18
RICARDO,21:39:09
RICARDO,21:40:22
RICARDO,23:49:10
RICARDO,23:53:15
RICARDO,11:05:58
RICARDO,11:08:45
RICARDO,01:14:56
